Data Source;World Development Indicators;Column1;_1;_2;_3;_4;_5;_6;_7;_8;_9;_10;_11;_12;_13;_14;_15;_16;_17;_18;_19;_20;_21;_22;_23;_24;_25;_26;_27;_28;_29;_30;_31;_32;_33;_34;_35;_36;_37;_38;_39;_40;_41;_42;_43;_44;_45;_46;_47;_48;_49;_50;_51;_52;_53;_54;_55;_56;_57;_58;_59;_60;_61;_62;_63;_64;_65;_66;_67;_68
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Last Updated Date;08/04/2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Paraguay;PRY;GDP (current US$);NY.GDP.MKTP.CD;2,89E+14;3,22E+13;3,61E+14;3,84E+14;4,08E+14;4,44E+14;4,66E+14;4,93E+14;5,18E+14;5,56E+14;5,95E+14;6,65E+14;7,69E+14;9,96E+14;1,33E+13;1,51E+14;1,70E+14;2,09E+14;2,56E+14;3,42E+14;4,45E+13;5,62E+14;5,42E+14;5,67E+14;4,50E+14;3,28E+14;3,72E+14;3,97E+13;4,26E+14;4,76E+14;5,81E+14;6,98E+14;7,16E+14;7,25E+14;7,87E+13;9,06E+14;9,79E+14;9,97E+14;9,26E+14;8,84E+14;8,86E+14;8,50E+14;7,20E+14;7,69E+14;9,62E+14;1,07E+14;1,34E+13;1,79E+14;2,46E+14;2,24E+14;2,73E+14;3,38E+14;3,33E+14;3,85E+14;4,04E+14;3,62E+14;3,61E+14;3,90E+14;4,02E+14;3,79E+13;3,54E+14;4,00E+14;4,20E+14;4,31E+14;4,45E+14;;
West Bank and Gaza;PSE;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2843300000;3282800000;3409600000;3759800000;4067800000;4271200000;4313600000;4003700000;3555800000;3968000000;4603100000;5125700000;5348300000;5815700000;7310400000;8085700000;9681500000;11186100000;12208400000;13515500000;13989700000;13972400000;15405400000;16128000000;16276600000;17133500000;15531700000;18109000000;19165500000;17847900000;13711100000;;
Pacific island small states;PSS;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;4,24E+14;4,77E+13;5,66E+14;7,57E+14;1,03E+14;1,14E+14;1,14E+14;1,20E+13;1,37E+14;1,65E+14;1,89E+14;1,96E+14;1,93E+14;1,84E+14;1,94E+14;1,86E+14;2,03E+14;1,99E+14;2,05E+14;2,13E+14;2,39E+14;2,53E+14;2,78E+14;2,92E+14;3,41E+14;3,70E+14;3,97E+14;3,98E+14;3,43E+14;3,74E+14;3,44E+14;3,39E+14;3,55E+14;4,24E+14;4,87E+14;5,41E+14;5,68E+14;6,25E+14;6,70E+13;6,04E+14;6,64E+14;7,75E+14;8,22E+14;8,54E+14;9,29E+14;9,11E+14;9,56E+14;1,03E+14;1,08E+14;1,06E+14;9,32E+14;9,45E+13;1,04E+14;1,12E+14;1,21E+14;;
Post-demographic dividend;PST;GDP (current US$);NY.GDP.MKTP.CD;1,04E+14;1,10E+14;1,19E+14;1,29E+13;1,40E+14;1,53E+14;1,67E+14;1,79E+13;1,94E+14;2,13E+14;2,34E+14;2,60E+14;3,02E+14;3,65E+14;4,08E+14;4,57E+14;4,96E+14;5,60E+14;6,75E+14;7,75E+13;8,58E+14;8,68E+14;8,64E+14;8,97E+14;9,37E+14;9,86E+14;1,21E+13;1,40E+14;1,57E+14;1,64E+14;1,85E+14;1,95E+14;2,09E+13;2,10E+14;2,25E+14;2,50E+14;2,51E+14;2,46E+14;2,47E+14;2,60E+14;2,64E+13;2,62E+14;2,73E+14;3,06E+14;3,40E+14;3,58E+14;3,77E+14;4,12E+14;4,36E+14;4,11E+14;4,28E+14;4,60E+14;4,59E+14;4,64E+14;4,74E+14;4,48E+14;4,58E+14;4,77E+14;5,06E+14;5,11E+14;5,00E+14;5,57E+14;5,70E+14;6,03E+14;6,28E+14;;
French Polynesia;PYF;GDP (current US$);NY.GDP.MKTP.CD;;;;;;1,77E+14;2,16E+14;2,21E+14;2,60E+14;2,43E+14;2,54E+14;2,97E+14;3,26E+14;4,31E+14;5,55E+14;6,90E+14;7,32E+14;7,93E+14;1,01E+14;1,22E+14;1,32E+14;1,23E+14;1,24E+14;1,28E+14;1,33E+14;1,45E+14;2,21E+14;2,68E+13;2,72E+13;2,73E+14;3,32E+14;3,41E+14;3,71E+14;3,54E+14;3,68E+13;4,19E+14;4,17E+14;3,76E+14;3,90E+14;3,91E+14;3,60E+14;3,57E+14;3,97E+13;4,93E+13;5,56E+13;5,71E+14;5,88E+14;6,63E+14;7,14E+14;6,58E+13;6,09E+14;6,20E+14;5,69E+14;6,03E+14;6,15E+14;5,33E+14;5,50E+13;5,83E+13;6,14E+14;6,02E+14;5,57E+14;5,99E+14;5,62E+14;6,14E+14;6,32E+14;;
Qatar;QAT;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;3,02E+14;3,88E+14;5,10E+12;7,94E+14;2,40E+14;2,51E+14;3,28E+14;3,62E+14;4,05E+14;5,63E+14;7,83E+14;8,66E+14;7,60E+14;6,47E+14;6,70E+14;6,15E+14;5,05E+14;5,45E+14;6,04E+14;6,49E+14;7,36E+14;6,88E+14;7,65E+14;7,16E+14;7,37E+14;8,14E+14;9,06E+14;1,13E+14;1,03E+14;1,24E+14;1,78E+14;1,75E+14;1,94E+14;2,35E+14;3,17E+14;4,45E+14;6,09E+14;7,97E+14;1,15E+14;9,78E+14;1,24E+14;1,68E+14;1,87E+14;1,99E+14;2,06E+14;1,62E+14;1,52E+14;1,61E+14;1,83E+14;1,76E+14;1,44E+14;1,80E+14;2,36E+14;2,17E+14;2,19E+14;;
Romania;ROU;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,81E+14;4,04E+14;4,15E+14;3,82E+14;2,89E+13;2,51E+14;2,64E+14;3,01E+14;3,74E+14;3,69E+14;3,56E+14;4,17E+14;3,60E+13;3,73E+14;4,04E+14;4,61E+14;5,78E+13;7,50E+14;9,85E+14;1,22E+14;1,75E+14;2,14E+14;1,74E+14;1,70E+14;1,93E+14;1,79E+14;1,90E+14;2,00E+14;1,78E+14;1,85E+14;2,10E+14;2,42E+14;2,50E+14;2,51E+14;2,85E+14;2,95E+14;3,48E+14;3,83E+14;;
Russian Federation;RUS;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,55E+14;5,07E+14;5,17E+14;5,18E+14;4,60E+14;4,35E+14;3,95E+14;3,96E+14;3,92E+14;4,05E+14;2,71E+14;1,96E+14;2,60E+14;3,07E+12;3,45E+14;4,30E+14;5,91E+14;7,64E+13;9,90E+14;1,30E+14;1,66E+14;1,22E+13;1,52E+14;2,05E+14;2,21E+14;2,29E+14;2,06E+14;1,36E+14;1,28E+14;1,57E+12;1,66E+14;1,69E+14;1,49E+14;1,83E+13;2,29E+14;2,07E+14;2,17E+14;;
Rwanda;RWA;GDP (current US$);NY.GDP.MKTP.CD;119000024;122000016;125000008;128000000;129999994;148799980;1,25E+14;159560018;172200018;188700037;219900006;2,23E+13;2,46E+14;2,91E+14;3,08E+14;5,72E+14;6,38E+13;7,47E+14;9,06E+13;1,11E+14;1,25E+14;1,41E+14;1,41E+13;1,48E+14;1,59E+13;1,72E+14;1,94E+14;2,16E+14;2,40E+14;2,41E+14;2,55E+14;1,91E+14;2,03E+14;1,97E+14;7,54E+14;1,29E+14;1,38E+14;1,85E+14;1,99E+14;2,16E+14;2,07E+14;1,97E+14;1,97E+14;2,14E+14;2,38E+14;2,93E+14;3,32E+14;4,07E+14;5,18E+14;5,67E+14;6,12E+14;6,88E+14;7,65E+14;7,82E+14;8,24E+14;8,54E+14;8,70E+14;9,25E+14;9,64E+14;1,03E+14;1,02E+14;1,11E+14;1,33E+14;1,43E+14;1,43E+14;;
South Asia;SAS;GDP (current US$);NY.GDP.MKTP.CD;4,33E+14;4,61E+14;4,93E+14;5,55E+13;6,37E+14;6,80E+14;5,47E+14;6,02E+14;6,32E+14;6,97E+13;7,47E+13;7,94E+14;8,14E+14;9,76E+14;1,17E+14;1,23E+14;1,18E+14;1,37E+14;1,55E+14;1,74E+14;2,11E+14;2,21E+14;2,27E+14;2,44E+14;2,40E+14;2,64E+14;2,80E+14;3,13E+14;3,34E+14;3,36E+13;3,65E+14;3,14E+14;3,34E+14;3,27E+14;3,77E+14;4,16E+14;4,59E+14;4,85E+14;4,93E+14;5,32E+14;5,45E+14;5,63E+13;5,94E+14;6,95E+14;8,04E+14;9,24E+14;1,05E+14;1,34E+14;1,35E+13;1,50E+14;1,87E+14;2,05E+14;2,06E+14;2,11E+14;2,32E+13;2,41E+14;2,68E+14;3,08E+14;3,16E+14;3,32E+14;3,17E+14;3,72E+14;3,93E+14;4,21E+14;4,51E+14;;
Saudi Arabia;SAU;GDP (current US$);NY.GDP.MKTP.CD;1,75E+14;1,92E+14;2,13E+14;2,21E+14;2,37E+14;2,65E+14;2,92E+14;3,26E+14;4,19E+14;4,49E+14;5,38E+14;7,18E+14;9,66E+14;1,49E+13;4,54E+14;4,68E+14;6,40E+14;7,42E+14;8,03E+14;1,12E+14;1,65E+14;1,84E+13;1,53E+14;1,29E+14;1,20E+14;1,04E+13;8,70E+14;8,57E+14;8,83E+14;9,53E+14;1,18E+14;1,32E+14;1,37E+13;1,33E+14;1,35E+14;1,43E+14;1,59E+14;1,66E+14;1,47E+14;1,62E+14;1,90E+14;1,84E+11;1,90E+14;2,16E+14;2,59E+14;3,28E+14;3,77E+14;4,16E+14;5,20E+11;4,29E+14;5,28E+14;6,81E+11;7,52E+14;7,70E+14;7,87E+14;6,93E+11;6,89E+14;7,41E+14;8,87E+11;8,89E+14;7,68E+11;9,83E+14;1,24E+12;1,22E+14;1,24E+14;;
Sudan;SDN;GDP (current US$);NY.GDP.MKTP.CD;1,13E+13;1,22E+14;1,33E+14;1,35E+14;1,39E+13;1,45E+14;1,48E+14;1,61E+14;1,68E+14;1,85E+14;2,10E+14;2,29E+14;2,48E+14;3,08E+14;3,96E+14;4,82E+14;6,01E+14;7,50E+14;8,13E+13;8,42E+14;8951800000;1,08E+14;8,73E+14;8,23E+14;1,04E+14;8,08E+13;10092200000;1,21E+14;1,44E+14;2,14E+14;3,36E+14;4,42E+14;7,03E+14;8,88E+14;1,28E+13;1,38E+14;9,02E+14;1,17E+14;1,13E+14;1,07E+14;1,23E+14;1,57E+14;1,81E+14;2,14E+14;2,66E+14;3,52E+13;4,53E+14;5,94E+14;6,48E+14;5,16E+14;5,90E+14;5,50E+14;3,76E+14;4,30E+14;4,95E+14;5,17E+14;42630376000;4,13E+14;3,23E+14;3,23E+14;27034593750;3,42E+14;5,17E+14;3,99E+14;4,97E+14;;
Senegal;SEN;GDP (current US$);NY.GDP.MKTP.CD;1,00E+14;1,06E+14;1,09E+14;1,12E+14;1,19E+14;1,21E+14;1,25E+14;1,25E+14;1,31E+14;1,25E+14;1,30E+14;1,34E+14;1,62E+14;1,86E+13;2,10E+14;2,83E+13;2,87E+14;2,94E+13;3,28E+13;4,08E+14;4,51E+14;4,10E+14;4,01E+14;3,57E+14;3,49E+14;3,82E+14;5,39E+14;6,49E+14;6,42E+14;6,37E+14;7,39E+14;7,26E+14;7,77E+14;7,37E+14;5,03E+14;6,33E+13;6,56E+14;6,04E+14;6,51E+14;6,59E+14;6,01E+14;6,51E+14;7,01E+14;8,77E+14;1,01E+14;1,10E+13;1,17E+14;1,40E+14;1,69E+13;1,61E+14;1,61E+14;1,78E+14;1,77E+14;1,89E+14;1,98E+14;1,78E+14;1,90E+14;2,10E+14;2,31E+14;2,34E+14;2,45E+14;2,75E+14;2,78E+14;3,07E+14;3,28E+14;;
Singapore;SGP;GDP (current US$);NY.GDP.MKTP.CD;7,05E+14;7,65E+14;8,26E+14;9,18E+14;8,94E+14;9,75E+14;1,10E+14;1,24E+14;1,43E+13;1,66E+14;1,92E+14;2,26E+14;2,72E+14;3,70E+14;5,22E+14;5,63E+14;6,33E+14;6,62E+14;7,52E+14;9,30E+14;1,19E+14;1,42E+14;1,61E+13;1,78E+14;1,97E+13;1,92E+14;1,86E+14;2,09E+14;2,54E+14;3,05E+14;3,61E+14;4,55E+14;5,21E+14;6,06E+14;7,37E+14;8,78E+14;9,63E+14;1,00E+14;8,57E+14;8,63E+14;9,61E+14;8,98E+14;9,25E+14;9,76E+14;1,15E+14;1,28E+14;1,49E+14;1,81E+13;1,94E+14;1,94E+14;2,40E+13;2,79E+14;2,95E+14;3,08E+14;3,15E+14;3,08E+14;3,20E+14;3,44E+13;3,77E+14;3,76E+14;3,49E+14;4,37E+14;5,09E+14;5,05E+14;5,47E+14;;
Solomon Islands;SLB;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;2,52E+14;2,81E+14;2,86E+13;;5,01E+14;4,06E+13;5,53E+14;8,45E+13;7,46E+14;8,31E+13;9,31E+14;1,11E+14;1,51E+14;1,83E+14;1,94E+14;1,93E+14;1,81E+14;1,82E+14;1,66E+14;1,48E+14;1,55E+14;1,76E+14;1,73E+14;2,15E+14;2,28E+14;2,69E+14;3,01E+14;4,03E+14;4,69E+14;5,11E+14;5,27E+14;4,58E+14;4,88E+14;4,20E+14;4,10E+14;3,46E+14;4,18E+14;4,68E+14;5,53E+14;6,17E+14;6,95E+14;7,76E+14;8,06E+14;8,98E+14;1,06E+14;1,19E+14;1,29E+14;1,34E+14;1,31E+14;1,38E+14;1,47E+13;1,62E+14;1,62E+14;1,54E+14;1,56E+14;1,47E+14;1,51E+14;1,58E+14;;
Sierra Leone;SLE;GDP (current US$);NY.GDP.MKTP.CD;3,22E+14;3,28E+14;3,43E+14;3,49E+14;3,72E+14;3,59E+14;3,75E+13;3,49E+14;3,30E+14;4,09E+14;4,34E+13;4,20E+13;4,65E+14;5,75E+14;6,49E+14;6,79E+14;5,95E+14;6,92E+14;9,61E+13;1,11E+14;1,10E+14;1,11E+14;1,30E+14;9,95E+14;1,09E+14;8,57E+14;4,90E+13;6,60E+14;1,06E+14;9,33E+14;6,50E+14;7,80E+13;6,80E+14;7,69E+14;9,12E+14;8,71E+14;9,42E+14;8,50E+14;6,72E+14;6,69E+14;6,36E+14;1,68E+14;1,93E+14;2,14E+14;2,24E+14;2,55E+14;3,26E+14;3,63E+14;4,16E+14;3,95E+14;4,26E+14;4,86E+14;6,14E+14;7,50E+14;7,69E+14;6,79E+14;6,08E+14;5,75E+14;6,39E+14;6,52E+14;6,69E+13;7,17E+14;7,12E+14;6,42E+14;6,97E+13;;
El Salvador;SLV;GDP (current US$);NY.GDP.MKTP.CD;;;;;;877720000;929520000;976200000;1009760100;1049400000;1132920000;1186120000;1263720000;1442320000;1665880000;1884120100;2328280100;2941640100;3127960000;3463639900;3573959900;3437200200;3399189100;3506347800;3661683400;3800368600;3771663200;3958045800;4189880000;4372215300;4817542204;5252342400;5813399300;6680269200;7679384000;8921947100;9586327800;10221705900;10936669900;11284197000;11784927700;12282533600;12664190300;13243892200;13724810900;14698000000;15999890000;17011750000;17986890000;17601620000;18447920000;20283780000;21386150000;21990960000;22593470000;23438240000;24191430000;24979190000;26020850000;26881140000;24921190000;29043140000;31870120000;33853940000;35364960000;;
San Marino;SMR;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,77E+14;1,05E+14;1,11E+14;1,01E+14;1,06E+14;1,15E+14;1,46E+14;1,72E+12;1,79E+14;1,91E+14;2,19E+14;2,40E+14;2,06E+14;1,88E+14;1,81E+14;1,60E+14;1,68E+14;1,67E+14;1,42E+14;1,47E+14;1,53E+14;1,66E+14;1,62E+14;1,54E+14;1,86E+14;1,83E+13;2,03E+12;;;
Somalia, Fed. Rep.;SOM;GDP (current US$);NY.GDP.MKTP.CD;1,80E+14;1,92E+14;2,04E+14;2,16E+14;2,30E+14;2,44E+14;2,57E+14;2,72E+14;2,87E+14;3,06E+14;3,48E+14;3,47E+14;4,48E+14;4,84E+14;5,73E+14;7,57E+14;8,71E+14;4,99E+14;5,65E+13;5,90E+14;6,03E+14;6,99E+14;7,75E+13;7,35E+14;7,87E+14;8,76E+14;9,17E+14;1,02E+13;1,05E+13;1,18E+14;1,03E+14;7,18E+14;7092975785;1,26E+14;1,48E+14;1,53E+14;1,79E+14;2,19E+14;2,96E+14;3,05E+14;3,41E+14;2,25E+14;2,19E+14;2,84E+13;3,86E+14;4,68E+14;5,03E+14;5,43E+14;5,91E+14;2,95E+14;2,69E+14;2,91E+14;4,36E+14;5,06E+14;5,73E+14;6,15E+14;6,61E+14;7,62E+13;7873000000;8656000000;8628000000;9483000000;10203000000;10958000000;11967000000;;
Serbia;SRB;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,79E+14;2,33E+14;2,72E+14;2,10E+14;2,09E+14;7,33E+14;1,36E+14;1,79E+14;2,36E+14;2,68E+14;2,83E+14;3,33E+14;4,49E+14;5,42E+14;4,70E+14;4,35E+14;5,13E+14;4,51E+14;5,05E+14;4,91E+14;4,13E+14;4,22E+14;4,60E+14;5,28E+14;5,39E+14;5,59E+13;6,62E+14;6,68E+14;8,13E+14;9,01E+14;;
Sub-Saharan Africa (excluding high income);SSA;GDP (current US$);NY.GDP.MKTP.CD;3,43E+14;3,58E+14;3,87E+14;4,43E+14;4,38E+14;4,83E+13;5,24E+14;5,23E+14;5,60E+14;6,34E+14;7,09E+14;7,28E+13;8,21E+14;1,05E+14;1,34E+14;1,48E+14;1,60E+14;1,75E+14;1,96E+14;2,32E+14;2,93E+14;3,97E+14;3,68E+14;3,29E+13;2,93E+13;2,78E+14;2,60E+14;2,92E+14;3,07E+14;3,12E+13;3,67E+14;3,92E+12;3,55E+14;3,60E+14;3,71E+14;4,73E+14;5,28E+14;5,56E+14;5,58E+14;3,96E+14;4,20E+14;4,02E+13;4,41E+14;5,57E+14;6,92E+14;8,24E+14;9,73E+14;1,12E+14;1,27E+14;1,21E+14;1,44E+14;1,62E+13;1,67E+14;1,78E+14;1,85E+14;1,62E+14;1,46E+14;1,59E+12;1,71E+14;1,95E+14;1,80E+14;2,03E+14;2,17E+14;1,98E+14;1,83E+14;;
South Sudan;SSD;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,46E+14;1,22E+14;1,46E+14;1,49E+14;1,19E+14;1,84E+14;1,40E+14;1,20E+14;;;;;;;;;;;
Sub-Saharan Africa;SSF;GDP (current US$);NY.GDP.MKTP.CD;3,60E+14;3,75E+14;4,06E+14;4,61E+13;4,59E+14;5,05E+14;5,48E+14;5,48E+14;5,87E+14;6,63E+13;7,40E+13;7,61E+14;8,57E+14;1,09E+14;1,39E+14;1,52E+14;1,65E+14;1,81E+14;2,03E+14;2,39E+14;3,00E+14;4,05E+14;3,76E+14;3,38E+14;3,02E+14;2,88E+14;2,70E+12;3,03E+14;3,19E+14;3,24E+13;3,80E+14;4,07E+14;3,66E+14;3,70E+14;3,78E+14;4,81E+14;5,38E+14;5,65E+14;5,67E+13;4,05E+14;4,29E+14;4,11E+13;4,50E+14;5,66E+14;7,03E+14;8,37E+14;9,89E+14;1,15E+14;1,30E+14;1,24E+14;1,47E+14;1,65E+14;1,72E+14;1,83E+14;1,90E+14;1,69E+14;1,53E+14;1,67E+14;1,80E+14;2,05E+14;1,90E+14;2,14E+12;2,29E+12;2,12E+14;1,98E+14;;
Small states;SST;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;4,89E+14;5,47E+14;6,35E+14;7,98E+14;1,27E+14;1,38E+14;1,50E+14;1,81E+12;2,09E+14;2,67E+14;3,73E+13;3,71E+14;3,77E+14;3,58E+13;3,62E+14;3,58E+14;3,36E+14;3,87E+14;4,10E+14;4,15E+14;4,79E+14;5,00E+14;5,33E+14;5,15E+12;5,50E+14;6,31E+14;6,58E+14;6,91E+14;7,02E+13;7,43E+14;7,65E+14;7,75E+14;8,34E+14;9,96E+14;1,15E+14;1,30E+14;1,46E+14;1,71E+14;1,89E+14;1,62E+14;1,72E+14;1,93E+14;1,94E+14;2,02E+14;2,09E+13;1,93E+14;1,96E+14;2,13E+14;2,30E+14;2,31E+14;2,09E+14;2,44E+14;2,71E+14;2,87E+14;3,11E+14;;
Sao Tome and Principe;STP;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;3,72E+14;3,73E+13;4,14E+14;5,60E+14;5,78E+14;6,01E+14;5,20E+14;4,92E+14;5,50E+14;6,58E+14;8,17E+14;8,35E+14;8,03E+14;7,51E+14;7,82E+14;8,27E+14;1,16E+14;1,16E+14;9,90E+14;9,85E+14;1,19E+14;1,07E+13;9,49E+14;1,26E+14;1,31E+14;1,04E+14;1,35E+13;9,19E+14;7,23E+14;7,73E+14;7,62E+14;7,60E+14;8,52E+14;1,02E+14;1,15E+14;1,36E+14;1,43E+14;1,49E+14;1,88E+13;2,01E+13;1,90E+14;2,26E+14;2,26E+14;2,67E+14;2,93E+14;2,60E+14;2,92E+14;3,22E+14;3,84E+14;4,13E+14;4,71E+14;5,24E+13;5,41E+14;6,90E+14;8,22E+14;;
Suriname;SUR;GDP (current US$);NY.GDP.MKTP.CD;99650000;107700000;116150000;125950000;134400000;154150000;190350000;220700000;241350000;259650000;274900000;301000000;311950000;339450000;409850000;465500000;505500000;641500000;735500000;782500000;795000000;889000000;915000000;883500000;864000000;873000000;891000000;980000000;1161000000;542600000;388400000;448100000;404600000;4,29E+14;6,05E+14;6,92E+14;8,61E+12;926422500;1110850000;8,86E+14;9,48E+13;8,34E+14;1,09E+14;1,27E+14;1,48E+14;1,79E+14;2,63E+14;2,94E+14;3,53E+14;3,88E+14;4,37E+14;4,42E+14;4980000000;5,15E+14;5,24E+14;5,13E+14;3,32E+14;3,59E+14;4,00E+14;4,02E+14;2,91E+14;3,11E+14;3,79E+13;3,47E+14;4,42E+14;;
Slovak Republic;SVK;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,29E+14;1,45E+13;1,57E+14;1,67E+14;2,04E+14;2,62E+14;2,82E+14;2,78E+14;3,00E+14;3,05E+14;2,92E+14;3,07E+14;3,52E+14;4,66E+14;5,72E+14;6,25E+14;7,08E+14;8,66E+14;1,01E+14;8,93E+14;9,11E+14;9,97E+14;9,47E+13;9,91E+14;1,02E+14;8,92E+14;9,03E+14;9,60E+14;1,07E+14;1,06E+14;1,08E+14;1,21E+14;1,16E+14;1,34E+14;1,41E+14;;
Slovenia;SVN;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,98E+14;1,45E+13;1,43E+14;1,44E+14;1,64E+14;2,14E+14;2,15E+14;2,07E+14;2,21E+14;2,26E+14;2,02E+14;2,07E+14;2,32E+14;2,94E+14;3,42E+14;3,59E+14;3,93E+14;4,79E+13;5,55E+14;5,00E+14;4,78E+14;5,12E+14;4,62E+14;4,79E+14;4,95E+14;4,27E+14;4,43E+14;4,82E+14;5,37E+14;5,39E+13;5,34E+14;6,15E+14;5,99E+14;6,93E+14;7,30E+14;;
Sweden;SWE;GDP (current US$);NY.GDP.MKTP.CD;1,59E+14;1,73E+14;1,88E+14;2,03E+14;2,27E+14;2,50E+14;2,72E+14;2,95E+14;3,13E+14;3,40E+14;3,80E+14;4,15E+14;4,89E+14;5,93E+14;6,59E+14;8,28E+13;8,92E+14;9,43E+14;1,04E+14;1,23E+14;1,42E+14;1,29E+14;1,14E+14;1,05E+14;1,09E+14;1,14E+14;1,50E+14;1,83E+14;2,07E+14;2,18E+14;2,61E+14;2,74E+14;2,84E+13;2,13E+14;2,29E+14;2,67E+14;2,92E+14;2,68E+14;2,71E+14;2,74E+14;2,63E+14;2,42E+14;2,67E+14;3,34E+14;3,85E+14;3,92E+14;4,23E+14;4,90E+14;5,15E+14;4,34E+14;4,93E+14;5,71E+13;5,50E+14;5,84E+13;5,78E+14;5,02E+12;5,13E+14;5,35E+14;5,50E+14;5,31E+14;5,44E+14;6,32E+14;5,75E+14;5,79E+13;6,04E+14;;
Eswatini;SWZ;GDP (current US$);NY.GDP.MKTP.CD;3,51E+14;4,30E+14;4,59E+14;5,41E+14;6,50E+14;7,03E+14;7,69E+14;7,48E+13;7,98E+14;1,05E+14;1,12E+14;1,36E+14;1,47E+14;2,22E+14;2,64E+14;2,88E+14;2,73E+14;3,04E+14;3,41E+14;4,12E+14;5,42E+14;5,71E+14;5,38E+14;5,55E+14;4,94E+14;3,60E+14;4,49E+14;5,84E+14;6,92E+14;6,97E+14;1,11E+14;1,16E+14;1,28E+14;1,36E+14;1,42E+13;1,70E+14;1,60E+14;1,72E+14;1,58E+14;1,55E+14;1,70E+14;1,50E+14;1,39E+14;2,15E+14;2,71E+14;3,10E+14;3,22E+14;3,39E+14;3,24E+13;3,53E+14;4,36E+14;4,72E+14;4,75E+14;4,46E+14;4,29E+14;3,91E+14;3,72E+14;4,46E+14;4,64E+14;4,62E+14;4,13E+14;4,81E+14;4,75E+14;4,62E+14;4,86E+14;;
Sint Maarten (Dutch part);SXM;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,55E+14;8,92E+14;9,36E+13;9,86E+14;1,02E+14;1,36E+14;1,42E+13;1,43E+14;1,35E+14;1,26E+14;1,41E+14;1,24E+14;1,35E+14;1,59E+14;1,69E+14;1,80E+14;;
Seychelles;SYC;GDP (current US$);NY.GDP.MKTP.CD;1,20E+14;1,16E+14;1,26E+14;1,39E+14;1,54E+14;1,56E+14;1,64E+14;1,66E+14;1,61E+14;1,65E+14;1,84E+14;2,20E+14;3,06E+14;3,69E+14;4,31E+14;4,78E+14;4,93E+14;6,45E+14;8,56E+14;1,27E+14;1,57E+14;1,64E+14;1,57E+14;1,56E+14;1,61E+14;1,80E+13;2,21E+14;2,65E+14;3,02E+14;3,24E+14;3,92E+14;3,98E+14;4,61E+14;5,04E+14;5,18E+14;5,41E+14;5,35E+14;5,99E+14;6,47E+14;6,63E+14;6,54E+13;6,62E+14;7,42E+13;7,51E+14;8,93E+14;9,78E+14;1,08E+14;1,08E+14;9,80E+14;8,51E+14;9,82E+14;1,06E+14;1,09E+14;1,33E+14;1,39E+14;1,43E+14;1,57E+14;1,68E+14;1,78E+14;1,87E+14;1,38E+14;1,49E+14;2,02E+14;2,19E+14;2,17E+14;;
Syrian Arab Republic;SYR;GDP (current US$);NY.GDP.MKTP.CD;8,58E+14;9,45E+14;1,11E+14;1,20E+14;1,34E+14;1,47E+14;1,34E+14;1,58E+14;1,75E+14;2,25E+14;2,14E+13;2,59E+14;3,06E+14;3,24E+14;5,16E+14;6,83E+14;7,63E+14;7,70E+13;9,28E+14;9,93E+14;1,31E+14;1,55E+14;1,63E+14;1,76E+14;1,75E+14;1,64E+14;1,33E+14;1,14E+14;1,06E+14;9,85E+14;1,23E+14;1,30E+14;1,33E+14;1,37E+14;10122020000;1,14E+14;1,38E+14;1,45E+13;1,52E+14;1,59E+14;1,89E+14;2,02E+14;2,07E+14;2,18E+14;2,51E+14;2,89E+14;3,38E+13;4,05E+14;5,26E+14;5,41E+14;6,14E+14;6,75E+14;4,32E+14;2,14E+13;2,15E+14;1,65E+14;1,26E+14;1,64E+14;2,15E+14;2,26E+14;1,20E+13;1,44E+14;2,36E+14;;;;
